date,region,age.grp,n
2020-02-18,East_of_England,45-64,0
2020-02-18,East_of_England,65-74,0
2020-02-18,East_of_England,75+,0
2020-02-18,London,<1yr,0
2020-02-18,London,1-4,0
2020-02-18,London,5-14,0
2020-02-18,London,15-24,0
2020-02-18,London,25-44,0
2020-02-18,London,45-64,0
2020-02-18,London,65-74,0
2020-02-18,London,75+,0
2020-02-18,Midlands,<1yr,0
2020-02-18,Midlands,1-4,0
2020-02-18,Midlands,5-14,0
2020-02-18,Midlands,15-24,0
2020-02-18,Midlands,25-44,0
2020-02-18,Midlands,45-64,0
2020-02-18,Midlands,65-74,0
2020-02-18,Midlands,75+,0
2020-02-18,North_East_and_Yorkshire,<1yr,0
2020-02-18,North_East_and_Yorkshire,1-4,0
2020-02-18,North_East_and_Yorkshire,5-14,0
2020-02-18,North_East_and_Yorkshire,15-24,0
2020-02-18,North_East_and_Yorkshire,25-44,0
2020-02-18,North_East_and_Yorkshire,45-64,0
2020-02-18,North_East_and_Yorkshire,65-74,0
2020-02-18,North_East_and_Yorkshire,75+,0
2020-02-18,North_West,<1yr,0
2020-02-18,North_West,1-4,0
2020-02-18,North_West,5-14,0
2020-02-18,North_West,15-24,0
2020-02-18,North_West,25-44,0
2020-02-18,North_West,45-64,0
2020-02-18,North_West,65-74,0
2020-02-18,North_West,75+,0
2020-02-18,South_East,<1yr,0
2020-02-18,South_East,1-4,0
2020-02-18,South_East,5-14,0
2020-02-18,South_East,15-24,0
2020-02-18,South_East,25-44,0
2020-02-18,South_East,45-64,0
2020-02-18,South_East,65-74,0
2020-02-18,South_East,75+,0
2020-02-18,South_West,<1yr,0
2020-02-18,South_West,1-4,0
2020-02-18,South_West,5-14,0
2020-02-18,South_West,15-24,0
2020-02-18,South_West,25-44,0
2020-02-18,South_West,45-64,0
2020-02-18,South_West,65-74,0
2020-02-18,South_West,75+,0
2020-02-19,East_of_England,<1yr,0
2020-02-19,East_of_England,1-4,0
2020-02-19,East_of_England,5-14,0
2020-02-19,East_of_England,15-24,0
2020-02-19,East_of_England,25-44,0
2020-02-19,East_of_England,45-64,0
2020-02-19,East_of_England,65-74,0
2020-02-19,East_of_England,75+,0
2020-02-19,London,<1yr,0
2020-02-19,London,1-4,0
2020-02-19,London,5-14,0
2020-02-19,London,15-24,0
2020-02-19,London,25-44,0
2020-02-19,London,45-64,0
2020-02-19,London,65-74,0
2020-02-19,London,75+,0
2020-02-19,Midlands,<1yr,0
2020-02-19,Midlands,1-4,0
2020-02-19,Midlands,5-14,0
2020-02-19,Midlands,15-24,0
2020-02-19,Midlands,25-44,0
2020-02-19,Midlands,45-64,0
2020-02-19,Midlands,65-74,0
2020-02-19,Midlands,75+,0
2020-02-19,North_East_and_Yorkshire,<1yr,0
2020-02-19,North_East_and_Yorkshire,1-4,0
2020-02-19,North_East_and_Yorkshire,5-14,0
2020-02-19,North_East_and_Yorkshire,15-24,0
2020-02-19,North_East_and_Yorkshire,25-44,0
2020-02-19,North_East_and_Yorkshire,45-64,0
2020-02-19,North_East_and_Yorkshire,65-74,0
2020-02-19,North_East_and_Yorkshire,75+,0
2020-02-19,North_West,<1yr,0
2020-02-19,North_West,1-4,0
2020-02-19,North_West,5-14,0
2020-02-19,North_West,15-24,0
2020-02-19,North_West,25-44,0
2020-02-19,North_West,45-64,0
2020-02-19,North_West,65-74,0
2020-02-19,North_West,75+,0
2020-02-19,South_East,<1yr,0
2020-02-19,South_East,1-4,0
2020-02-19,South_East,5-14,0
2020-02-19,South_East,15-24,0
2020-02-19,South_East,25-44,0
2020-02-19,South_East,45-64,0
2020-02-19,South_East,65-74,0
2020-02-19,South_East,75+,0
2020-02-19,South_West,<1yr,0
2020-02-19,South_West,1-4,0
2020-02-19,South_West,5-14,0
2020-02-19,South_West,15-24,0
2020-02-19,South_West,25-44,0
2020-02-19,South_West,45-64,0
2020-02-19,South_West,65-74,0
2020-02-19,South_West,75+,0
2020-02-20,East_of_England,<1yr,0
2020-02-20,East_of_England,1-4,0
2020-02-20,East_of_England,5-14,0
2020-02-20,East_of_England,15-24,0
2020-02-20,East_of_England,25-44,0
2020-02-20,East_of_England,45-64,0
2020-02-20,East_of_England,65-74,0
2020-02-20,East_of_England,75+,0
2020-02-20,London,<1yr,0
2020-02-20,London,1-4,0
2020-02-20,London,5-14,0
2020-02-20,London,15-24,0
2020-02-20,London,25-44,0
2020-02-20,London,45-64,0
2020-02-20,London,65-74,0
2020-02-20,London,75+,0
2020-02-20,Midlands,<1yr,0
2020-02-20,Midlands,1-4,0
2020-02-20,Midlands,5-14,0
2020-02-20,Midlands,15-24,0
2020-02-20,Midlands,25-44,0
2020-02-20,Midlands,45-64,0
2020-02-20,Midlands,65-74,0
2020-02-20,Midlands,75+,0
2020-02-20,North_East_and_Yorkshire,<1yr,0
2020-02-20,North_East_and_Yorkshire,1-4,0
2020-02-20,North_East_and_Yorkshire,5-14,0
2020-02-20,North_East_and_Yorkshire,15-24,0
2020-02-20,North_East_and_Yorkshire,25-44,0
2020-02-20,North_East_and_Yorkshire,45-64,0
2020-02-20,North_East_and_Yorkshire,65-74,0
2020-02-20,North_East_and_Yorkshire,75+,0
2020-02-20,North_West,<1yr,0
2020-02-20,North_West,1-4,0
2020-02-20,North_West,5-14,0
2020-02-20,North_West,15-24,0
2020-02-20,North_West,25-44,0
2020-02-20,North_West,45-64,0
2020-02-20,North_West,65-74,0
2020-02-20,North_West,75+,0
2020-02-20,South_East,<1yr,0
2020-02-20,South_East,1-4,0
2020-02-20,South_East,5-14,0
2020-02-20,South_East,15-24,0
2020-02-20,South_East,25-44,0
2020-02-20,South_East,45-64,0
2020-02-20,South_East,65-74,0
2020-02-20,South_East,75+,0
2020-02-20,South_West,<1yr,0
2020-02-20,South_West,1-4,0
2020-02-20,South_West,5-14,0
2020-02-20,South_West,15-24,0
2020-02-20,South_West,25-44,0
2020-02-20,South_West,45-64,0
2020-02-20,South_West,65-74,0
2020-02-20,South_West,75+,0
2020-02-21,East_of_England,<1yr,0
2020-02-21,East_of_England,1-4,0
2020-02-21,East_of_England,5-14,0
2020-02-21,East_of_England,15-24,0
2020-02-21,East_of_England,25-44,0
2020-02-21,East_of_England,45-64,0
2020-02-21,East_of_England,65-74,0
2020-02-21,East_of_England,75+,0
2020-02-21,London,<1yr,0
2020-02-21,London,1-4,0
2020-02-21,London,5-14,0
2020-02-21,London,15-24,0
2020-02-21,London,25-44,0
2020-02-21,London,45-64,0
2020-02-21,London,65-74,0
2020-02-21,London,75+,0
2020-02-21,Midlands,<1yr,0
2020-02-21,Midlands,1-4,0
2020-02-21,Midlands,5-14,0
2020-02-21,Midlands,15-24,0
2020-02-21,Midlands,25-44,0
2020-02-21,Midlands,45-64,0
2020-02-21,Midlands,65-74,0
2020-02-21,Midlands,75+,0
2020-02-21,North_East_and_Yorkshire,<1yr,0
2020-02-21,North_East_and_Yorkshire,1-4,0
2020-02-21,North_East_and_Yorkshire,5-14,0
2020-02-21,North_East_and_Yorkshire,15-24,0
2020-02-21,North_East_and_Yorkshire,25-44,0
2020-02-21,North_East_and_Yorkshire,45-64,0
2020-02-21,North_East_and_Yorkshire,65-74,0
2020-02-21,North_East_and_Yorkshire,75+,0
2020-02-21,North_West,<1yr,0
2020-02-21,North_West,1-4,0
2020-02-21,North_West,5-14,0
2020-02-21,North_West,15-24,0
2020-02-21,North_West,25-44,0
2020-02-21,North_West,45-64,0
2020-02-21,North_West,65-74,0
2020-02-21,North_West,75+,0
2020-02-21,South_East,<1yr,0
2020-02-21,South_East,1-4,0
2020-02-21,South_East,5-14,0
2020-02-21,South_East,15-24,0
2020-02-21,South_East,25-44,0
2020-02-21,South_East,45-64,0
2020-02-21,South_East,65-74,0
2020-02-21,South_East,75+,0
2020-02-21,South_West,<1yr,0
2020-02-21,South_West,1-4,0
2020-02-21,South_West,5-14,0
2020-02-21,South_West,15-24,0
2020-02-21,South_West,25-44,0
2020-02-21,South_West,45-64,0
2020-02-21,South_West,65-74,0
2020-02-21,South_West,75+,0
2020-02-22,East_of_England,<1yr,0
2020-02-22,East_of_England,1-4,0
2020-02-22,East_of_England,5-14,0
2020-02-22,East_of_England,15-24,0
2020-02-22,East_of_England,25-44,0
2020-02-22,East_of_England,45-64,0
2020-02-22,East_of_England,65-74,0
2020-02-22,East_of_England,75+,0
2020-02-22,London,<1yr,0
2020-02-22,London,1-4,0
2020-02-22,London,5-14,0
2020-02-22,London,15-24,0
2020-02-22,London,25-44,0
2020-02-22,London,45-64,0
2020-02-22,London,65-74,0
2020-02-22,London,75+,0
2020-02-22,Midlands,<1yr,0
2020-02-22,Midlands,1-4,0
2020-02-22,Midlands,5-14,0
2020-02-22,Midlands,15-24,0
2020-02-22,Midlands,25-44,0
2020-02-22,Midlands,45-64,0
2020-02-22,Midlands,65-74,0
2020-02-22,Midlands,75+,0
2020-02-22,North_East_and_Yorkshire,<1yr,0
2020-02-22,North_East_and_Yorkshire,1-4,0
2020-02-22,North_East_and_Yorkshire,5-14,0
2020-02-22,North_East_and_Yorkshire,15-24,0
2020-02-22,North_East_and_Yorkshire,25-44,0
2020-02-22,North_East_and_Yorkshire,45-64,0
2020-02-22,North_East_and_Yorkshire,65-74,0
2020-02-22,North_East_and_Yorkshire,75+,0
2020-02-22,North_West,<1yr,0
2020-02-22,North_West,1-4,0
2020-02-22,North_West,5-14,0
2020-02-22,North_West,15-24,0
2020-02-22,North_West,25-44,0
2020-02-22,North_West,45-64,0
2020-02-22,North_West,65-74,0
2020-02-22,North_West,75+,0
2020-02-22,South_East,<1yr,0
2020-02-22,South_East,1-4,0
2020-02-22,South_East,5-14,0
2020-02-22,South_East,15-24,0
2020-02-22,South_East,25-44,0
2020-02-22,South_East,45-64,0
2020-02-22,South_East,65-74,0
2020-02-22,South_East,75+,0
2020-02-22,South_West,<1yr,0
2020-02-22,South_West,1-4,0
2020-02-22,South_West,5-14,0
2020-02-22,South_West,15-24,0
2020-02-22,South_West,25-44,0
2020-02-22,South_West,45-64,0
2020-02-22,South_West,65-74,0
2020-02-22,South_West,75+,0
2020-02-23,East_of_England,<1yr,0
2020-02-23,East_of_England,1-4,0
2020-02-23,East_of_England,5-14,0
2020-02-23,East_of_England,15-24,0
2020-02-23,East_of_England,25-44,0
2020-02-23,East_of_England,45-64,0
2020-02-23,East_of_England,65-74,0
2020-02-23,East_of_England,75+,0
2020-02-23,London,<1yr,0
2020-02-23,London,1-4,0
2020-02-23,London,5-14,0
2020-02-23,London,15-24,0
2020-02-23,London,25-44,0
2020-02-23,London,45-64,0
2020-02-23,London,65-74,0
2020-02-23,London,75+,0
2020-02-23,Midlands,<1yr,0
2020-02-23,Midlands,1-4,0
2020-02-23,Midlands,5-14,0
2020-02-23,Midlands,15-24,0
2020-02-23,Midlands,25-44,0
2020-02-23,Midlands,45-64,0
2020-02-23,Midlands,65-74,0
2020-02-23,Midlands,75+,0
2020-02-23,North_East_and_Yorkshire,<1yr,0
2020-02-23,North_East_and_Yorkshire,1-4,0
2020-02-23,North_East_and_Yorkshire,5-14,0
2020-02-23,North_East_and_Yorkshire,15-24,0
2020-02-23,North_East_and_Yorkshire,25-44,0
2020-02-23,North_East_and_Yorkshire,45-64,0
2020-02-23,North_East_and_Yorkshire,65-74,0
2020-02-23,North_East_and_Yorkshire,75+,0
2020-02-23,North_West,<1yr,0
2020-02-23,North_West,1-4,0
2020-02-23,North_West,5-14,0
2020-02-23,North_West,15-24,0
2020-02-23,North_West,25-44,0
2020-02-23,North_West,45-64,0
2020-02-23,North_West,65-74,0
2020-02-23,North_West,75+,0
2020-02-23,South_East,<1yr,0
2020-02-23,South_East,1-4,0
2020-02-23,South_East,5-14,0
2020-02-23,South_East,15-24,0
2020-02-23,South_East,25-44,0
2020-02-23,South_East,45-64,0
2020-02-23,South_East,65-74,0
2020-02-23,South_East,75+,0
2020-02-23,South_West,<1yr,0
2020-02-23,South_West,1-4,0
2020-02-23,South_West,5-14,0
2020-02-23,South_West,15-24,0
2020-02-23,South_West,25-44,0
2020-02-23,South_West,45-64,0
2020-02-23,South_West,65-74,0
2020-02-23,South_West,75+,0
2020-02-24,East_of_England,<1yr,0
2020-02-24,East_of_England,1-4,0
2020-02-24,East_of_England,5-14,0
2020-02-24,East_of_England,15-24,0
2020-02-24,East_of_England,25-44,0
2020-02-24,East_of_England,45-64,0
2020-02-24,East_of_England,65-74,0
2020-02-24,East_of_England,75+,0
2020-02-24,London,<1yr,0
2020-02-24,London,1-4,0
2020-02-24,London,5-14,0
2020-02-24,London,15-24,0
2020-02-24,London,25-44,0
2020-02-24,London,45-64,0
2020-02-24,London,65-74,0
2020-02-24,London,75+,0
2020-02-24,Midlands,<1yr,0
2020-02-24,Midlands,1-4,0
2020-02-24,Midlands,5-14,0
2020-02-24,Midlands,15-24,0
2020-02-24,Midlands,25-44,0
2020-02-24,Midlands,45-64,0
2020-02-24,Midlands,65-74,0
2020-02-24,Midlands,75+,0
2020-02-24,North_East_and_Yorkshire,<1yr,0
2020-02-24,North_East_and_Yorkshire,1-4,0
2020-02-24,North_East_and_Yorkshire,5-14,0
2020-02-24,North_East_and_Yorkshire,15-24,0
2020-02-24,North_East_and_Yorkshire,25-44,0
2020-02-24,North_East_and_Yorkshire,45-64,0
2020-02-24,North_East_and_Yorkshire,65-74,0
2020-02-24,North_East_and_Yorkshire,75+,0
2020-02-24,North_West,<1yr,0
2020-02-24,North_West,1-4,0
2020-02-24,North_West,5-14,0
2020-02-24,North_West,15-24,0
2020-02-24,North_West,25-44,0
2020-02-24,North_West,45-64,0
2020-02-24,North_West,65-74,0
2020-02-24,North_West,75+,0
2020-02-24,South_East,<1yr,0
2020-02-24,South_East,1-4,0
2020-02-24,South_East,5-14,0
2020-02-24,South_East,15-24,0
2020-02-24,South_East,25-44,0
2020-02-24,South_East,45-64,0
2020-02-24,South_East,65-74,0
2020-02-24,South_East,75+,0
2020-02-24,South_West,<1yr,0
2020-02-24,South_West,1-4,0
2020-02-24,South_West,5-14,0
2020-02-24,South_West,15-24,0
2020-02-24,South_West,25-44,0
2020-02-24,South_West,45-64,0
2020-02-24,South_West,65-74,0
2020-02-24,South_West,75+,0
2020-02-25,East_of_England,<1yr,0
2020-02-25,East_of_England,1-4,0
2020-02-25,East_of_England,5-14,0
2020-02-25,East_of_England,15-24,0
2020-02-25,East_of_England,25-44,0
2020-02-25,East_of_England,45-64,0
2020-02-25,East_of_England,65-74,0
2020-02-25,East_of_England,75+,0
2020-02-25,London,<1yr,0
2020-02-25,London,1-4,0
2020-02-25,London,5-14,0
2020-02-25,London,15-24,0
2020-02-25,London,25-44,0
2020-02-25,London,45-64,0
2020-02-25,London,65-74,0
2020-02-25,London,75+,0
2020-02-25,Midlands,<1yr,0
2020-02-25,Midlands,1-4,0
2020-02-25,Midlands,5-14,0
2020-02-25,Midlands,15-24,0
2020-02-25,Midlands,25-44,0
2020-02-25,Midlands,45-64,0
2020-02-25,Midlands,65-74,0
2020-02-25,Midlands,75+,0
2020-02-25,North_East_and_Yorkshire,<1yr,0
2020-02-25,North_East_and_Yorkshire,1-4,0
2020-02-25,North_East_and_Yorkshire,5-14,0
2020-02-25,North_East_and_Yorkshire,15-24,0
2020-02-25,North_East_and_Yorkshire,25-44,0
2020-02-25,North_East_and_Yorkshire,45-64,0
2020-02-25,North_East_and_Yorkshire,65-74,0
2020-02-25,North_East_and_Yorkshire,75+,0
2020-02-25,North_West,<1yr,0
2020-02-25,North_West,1-4,0
2020-02-25,North_West,5-14,0
2020-02-25,North_West,15-24,0
2020-02-25,North_West,25-44,0
2020-02-25,North_West,45-64,0
2020-02-25,North_West,65-74,0
2020-02-25,North_West,75+,0
2020-02-25,South_East,<1yr,0
2020-02-25,South_East,1-4,0
2020-02-25,South_East,5-14,0
2020-02-25,South_East,15-24,0
2020-02-25,South_East,25-44,0
2020-02-25,South_East,45-64,0
2020-02-25,South_East,65-74,0
2020-02-25,South_East,75+,0
2020-02-25,South_West,<1yr,0
2020-02-25,South_West,1-4,0
2020-02-25,South_West,5-14,0
2020-02-25,South_West,15-24,0
2020-02-25,South_West,25-44,0
2020-02-25,South_West,45-64,0
2020-02-25,South_West,65-74,0
2020-02-25,South_West,75+,0
2020-02-26,East_of_England,<1yr,0
2020-02-26,East_of_England,1-4,0
2020-02-26,East_of_England,5-14,0
2020-02-26,East_of_England,15-24,0
2020-02-26,East_of_England,25-44,0
2020-02-26,East_of_England,45-64,0
2020-02-26,East_of_England,65-74,0
2020-02-26,East_of_England,75+,0
2020-02-26,London,<1yr,0
2020-02-26,London,1-4,0
2020-02-26,London,5-14,0
2020-02-26,London,15-24,0
2020-02-26,London,25-44,0
2020-02-26,London,45-64,0
2020-02-26,London,65-74,0
2020-02-26,London,75+,0
2020-02-26,Midlands,<1yr,0
2020-02-26,Midlands,1-4,0
2020-02-26,Midlands,5-14,0
2020-02-26,Midlands,15-24,0
2020-02-26,Midlands,25-44,0
2020-02-26,Midlands,45-64,0
2020-02-26,Midlands,65-74,0
2020-02-26,Midlands,75+,0
2020-02-26,North_East_and_Yorkshire,<1yr,0
2020-02-26,North_East_and_Yorkshire,1-4,0
2020-02-26,North_East_and_Yorkshire,5-14,0
2020-02-26,North_East_and_Yorkshire,15-24,0
2020-02-26,North_East_and_Yorkshire,25-44,0
2020-02-26,North_East_and_Yorkshire,45-64,0
2020-02-26,North_East_and_Yorkshire,65-74,0
2020-02-26,North_East_and_Yorkshire,75+,0
2020-02-26,North_West,<1yr,0
2020-02-26,North_West,1-4,0
2020-02-26,North_West,5-14,0
2020-02-26,North_West,15-24,0
2020-02-26,North_West,25-44,0
2020-02-26,North_West,45-64,0
2020-02-26,North_West,65-74,0
2020-02-26,North_West,75+,0
2020-02-26,South_East,<1yr,0
2020-02-26,South_East,1-4,0
2020-02-26,South_East,5-14,0
2020-02-26,South_East,15-24,0
2020-02-26,South_East,25-44,0
2020-02-26,South_East,45-64,0
2020-02-26,South_East,65-74,0
2020-02-26,South_East,75+,0
2020-02-26,South_West,<1yr,0
2020-02-26,South_West,1-4,0
2020-02-26,South_West,5-14,0
2020-02-26,South_West,15-24,0
2020-02-26,South_West,25-44,0
2020-02-26,South_West,45-64,0
2020-02-26,South_West,65-74,0
2020-02-26,South_West,75+,0
2020-02-27,East_of_England,<1yr,0
2020-02-27,East_of_England,1-4,0
2020-02-27,East_of_England,5-14,0
2020-02-27,East_of_England,15-24,0
2020-02-27,East_of_England,25-44,0
2020-02-27,East_of_England,45-64,0
2020-02-27,East_of_England,65-74,0
2020-02-27,East_of_England,75+,0
2020-02-27,London,<1yr,0
2020-02-27,London,1-4,0
2020-02-27,London,5-14,0
2020-02-27,London,15-24,0
2020-02-27,London,25-44,0
2020-02-27,London,45-64,0
2020-02-27,London,65-74,0
2020-02-27,London,75+,0
2020-02-27,Midlands,<1yr,0
2020-02-27,Midlands,1-4,0
2020-02-27,Midlands,5-14,0
2020-02-27,Midlands,15-24,0
2020-02-27,Midlands,25-44,0
2020-02-27,Midlands,45-64,0
2020-02-27,Midlands,65-74,0
2020-02-27,Midlands,75+,0
2020-02-27,North_East_and_Yorkshire,<1yr,0
2020-02-27,North_East_and_Yorkshire,1-4,0
2020-02-27,North_East_and_Yorkshire,5-14,0
2020-02-27,North_East_and_Yorkshire,15-24,0
2020-02-27,North_East_and_Yorkshire,25-44,0
2020-02-27,North_East_and_Yorkshire,45-64,0
2020-02-27,North_East_and_Yorkshire,65-74,0
2020-02-27,North_East_and_Yorkshire,75+,0
2020-02-27,North_West,<1yr,0
2020-02-27,North_West,1-4,0
2020-02-27,North_West,5-14,0
2020-02-27,North_West,15-24,0
2020-02-27,North_West,25-44,0
2020-02-27,North_West,45-64,0
2020-02-27,North_West,65-74,0
2020-02-27,North_West,75+,0
2020-02-27,South_East,<1yr,0
2020-02-27,South_East,1-4,0
2020-02-27,South_East,5-14,0
2020-02-27,South_East,15-24,0
2020-02-27,South_East,25-44,0
2020-02-27,South_East,45-64,0
2020-02-27,South_East,65-74,0
2020-02-27,South_East,75+,0
2020-02-27,South_West,<1yr,0
2020-02-27,South_West,1-4,0
2020-02-27,South_West,5-14,0
2020-02-27,South_West,15-24,0
2020-02-27,South_West,25-44,0
2020-02-27,South_West,45-64,0
2020-02-27,South_West,65-74,0
2020-02-27,South_West,75+,0
2020-02-28,East_of_England,<1yr,0
2020-02-28,East_of_England,1-4,0
2020-02-28,East_of_England,5-14,0
2020-02-28,East_of_England,15-24,0
2020-02-28,East_of_England,25-44,0
2020-02-28,East_of_England,45-64,0
2020-02-28,East_of_England,65-74,0
2020-02-28,East_of_England,75+,0
2020-02-28,London,<1yr,0
2020-02-28,London,1-4,0
2020-02-28,London,5-14,0
2020-02-28,London,15-24,0
2020-02-28,London,25-44,0
2020-02-28,London,45-64,0
2020-02-28,London,65-74,0
2020-02-28,London,75+,0
2020-02-28,Midlands,<1yr,0
2020-02-28,Midlands,1-4,0
2020-02-28,Midlands,5-14,0
2020-02-28,Midlands,15-24,0
2020-02-28,Midlands,25-44,0
2020-02-28,Midlands,45-64,0
2020-02-28,Midlands,65-74,0
2020-02-28,Midlands,75+,0
2020-02-28,North_East_and_Yorkshire,<1yr,0
2020-02-28,North_East_and_Yorkshire,1-4,0
2020-02-28,North_East_and_Yorkshire,5-14,0
2020-02-28,North_East_and_Yorkshire,15-24,0
2020-02-28,North_East_and_Yorkshire,25-44,0
2020-02-28,North_East_and_Yorkshire,45-64,0
2020-02-28,North_East_and_Yorkshire,65-74,0
2020-02-28,North_East_and_Yorkshire,75+,0
2020-02-28,North_West,<1yr,0
2020-02-28,North_West,1-4,0
2020-02-28,North_West,5-14,0
2020-02-28,North_West,15-24,0
2020-02-28,North_West,25-44,0
2020-02-28,North_West,45-64,0
2020-02-28,North_West,65-74,0
2020-02-28,North_West,75+,0
2020-02-28,South_East,<1yr,0
2020-02-28,South_East,1-4,0
2020-02-28,South_East,5-14,0
2020-02-28,South_East,15-24,0
2020-02-28,South_East,25-44,0
2020-02-28,South_East,45-64,0
2020-02-28,South_East,65-74,0
2020-02-28,South_East,75+,0
2020-02-28,South_West,<1yr,0
2020-02-28,South_West,1-4,0
2020-02-28,South_West,5-14,0
2020-02-28,South_West,15-24,0
2020-02-28,South_West,25-44,0
2020-02-28,South_West,45-64,0
2020-02-28,South_West,65-74,0
2020-02-28,South_West,75+,0
2020-02-29,East_of_England,<1yr,0
2020-02-29,East_of_England,1-4,0
2020-02-29,East_of_England,5-14,0
2020-02-29,East_of_England,15-24,0
2020-02-29,East_of_England,25-44,0
2020-02-29,East_of_England,45-64,0
2020-02-29,East_of_England,65-74,0
2020-02-29,East_of_England,75+,0
2020-02-29,London,<1yr,0
2020-02-29,London,1-4,0
2020-02-29,London,5-14,0
2020-02-29,London,15-24,0
2020-02-29,London,25-44,0
2020-02-29,London,45-64,0
2020-02-29,London,65-74,0
2020-02-29,London,75+,0
2020-02-29,Midlands,<1yr,0
2020-02-29,Midlands,1-4,0
2020-02-29,Midlands,5-14,0
2020-02-29,Midlands,15-24,0
2020-02-29,Midlands,25-44,0
2020-02-29,Midlands,45-64,0
2020-02-29,Midlands,65-74,0
2020-02-29,Midlands,75+,0
2020-02-29,North_East_and_Yorkshire,<1yr,0
2020-02-29,North_East_and_Yorkshire,1-4,0
2020-02-29,North_East_and_Yorkshire,5-14,0
2020-02-29,North_East_and_Yorkshire,15-24,0
2020-02-29,North_East_and_Yorkshire,25-44,0
2020-02-29,North_East_and_Yorkshire,45-64,0
2020-02-29,North_East_and_Yorkshire,65-74,0
2020-02-29,North_East_and_Yorkshire,75+,0
2020-02-29,North_West,<1yr,0
2020-02-29,North_West,1-4,0
2020-02-29,North_West,5-14,0
2020-02-29,North_West,15-24,0
2020-02-29,North_West,25-44,0
2020-02-29,North_West,45-64,0
2020-02-29,North_West,65-74,0
2020-02-29,North_West,75+,0
2020-02-29,South_East,<1yr,0
2020-02-29,South_East,1-4,0
2020-02-29,South_East,5-14,0
2020-02-29,South_East,15-24,0
2020-02-29,South_East,25-44,0
2020-02-29,South_East,45-64,0
2020-02-29,South_East,65-74,0
2020-02-29,South_East,75+,0
2020-02-29,South_West,<1yr,0
2020-02-29,South_West,1-4,0
2020-02-29,South_West,5-14,0
2020-02-29,South_West,15-24,0
2020-02-29,South_West,25-44,0
2020-02-29,South_West,45-64,0
2020-02-29,South_West,65-74,0
2020-02-29,South_West,75+,0
2020-03-01,East_of_England,<1yr,0
2020-03-01,East_of_England,1-4,0
2020-03-01,East_of_England,5-14,0
2020-03-01,East_of_England,15-24,4
2020-03-01,East_of_England,25-44,4
2020-03-01,East_of_England,45-64,8
2020-03-01,East_of_England,65-74,0
2020-03-01,East_of_England,75+,0
2020-03-01,London,<1yr,0
2020-03-01,London,1-4,0
2020-03-01,London,5-14,0
2020-03-01,London,15-24,35
2020-03-01,London,25-44,203
2020-03-01,London,45-64,131
2020-03-01,London,65-74,12
2020-03-01,London,75+,0
2020-03-01,South_East,<1yr,0
2020-03-01,South_East,1-4,0
2020-03-01,South_East,5-14,0
2020-03-01,South_East,15-24,1
2020-03-01,South_East,25-44,1
2020-03-01,South_East,45-64,1
2020-03-01,South_East,65-74,0
2020-03-01,South_East,75+,0
2020-03-01,Midlands,<1yr,0
2020-03-01,Midlands,1-4,0
2020-03-01,Midlands,5-14,0
2020-03-01,Midlands,15-24,0
2020-03-01,Midlands,25-44,0
2020-03-01,Midlands,45-64,0
2020-03-01,Midlands,65-74,0
2020-03-01,Midlands,75+,0
